Importer,Exporter,Sector,Share
AUS,CHN,"Petroleum, Chemical and Non-Metallic Mineral Products",0.0082508497751
AUS,CHN,Metal Products,0.04805861048121945
AUS,CHN,Electrical and Machinery,0.012000573241045812
AUS,CHN,Transport Equipment,0.008142180268454629
AUS,CHN,Other Manufacturing,0.018107077376089666
AUS,CHN,Recycling,0.030684062335724398
AUS,CHN,"Electricity, Gas and Water",0.000352779673349229
AUS,CHN,Construction,0.0007972560148326974
AUS,CHN,Maintenance and Repair,0.04200993367854181
AUS,CHN,Wholesale Trade,0.12097673405763172
AUS,CHN,Retail Trade,0.14828665581925474
AUS,CHN,Hotels and Restraurants,0.005564208608853498
AUS,CHN,Transport,0.009793351230554918
AUS,CHN,Post and Telecommunications,0.0031247269008218125
AUS,CHN,Finacial Intermediation and Business Activities,0.007076121013964043
AUS,CHN,Public Administration,4.752230575092143e-10
AUS,CHN,"Education, Health and Other Services",0.007378593625746433
AUS,CHN,Private Households,0.011410369359796654
AUS,CHN,Others,6.090553997429229e-06
AUS,CZE,Agriculture,2.231268432120852e-07
AUS,CZE,Fishing,2.3379168738171633e-07
AUS,CZE,Mining and Quarrying,2.50291246308915e-07
AUS,CZE,Food & Beverages,2.1043561385725156e-05
AUS,CZE,Textiles and Wearing Apparel,0.0001372103324411708
AUS,CZE,Wood and Paper,2.136838080710559e-05
AUS,CZE,"Petroleum, Chemical and Non-Metallic Mineral Products",1.099113390731858e-05
AUS,CZE,Metal Products,9.51962370726289e-05
AUS,CZE,Electrical and Machinery,0.00011100884721472607
AUS,CZE,Transport Equipment,1.2991916805539968e-05
AUS,CZE,Other Manufacturing,5.438165979705518e-05
AUS,CZE,Recycling,3.0256015699566313e-06
AUS,CZE,"Electricity, Gas and Water",1.9503353953961937e-06
AUS,CZE,Construction,9.341639176801425e-06
AUS,CZE,Maintenance and Repair,4.7523152994422875e-05
AUS,CZE,Wholesale Trade,1.3499847632054274e-07
AUS,CZE,Retail Trade,0.0002515819386967102
AUS,CZE,Hotels and Restraurants,1.686170604469643e-05
AUS,CZE,Transport,2.9651426244323804e-05
AUS,CZE,Post and Telecommunications,1.1064002676720896e-05
AUS,CZE,Finacial Intermediation and Business Activities,1.703462866704426e-05
AUS,CZE,Public Administration,1.8360268766062646e-08
AUS,CZE,"Education, Health and Other Services",2.6080955321720305e-05
AUS,CZE,Private Households,4.4424594239407104e-07
AUS,CZE,Others,2.2834951903001126e-06
AUS,DNK,Agriculture,6.320518752415051e-06
AUS,DNK,Fishing,5.824261153230139e-07
AUS,DNK,Mining and Quarrying,2.964260667604981e-07
AUS,DNK,Food & Beverages,0.0014245314732620874
AUS,DNK,Textiles and Wearing Apparel,7.237230982900501e-06
AUS,DNK,Wood and Paper,0.00014917697138484395
AUS,DNK,"Petroleum, Chemical and Non-Metallic Mineral Products",0.0008593690049452761
AUS,DNK,Metal Products,0.0008113123174900096
AUS,DNK,Electrical and Machinery,0.0008272663544340637
AUS,DNK,Transport Equipment,0.00011832122679092756
AUS,DNK,Other Manufacturing,0.0012008312622212032
AUS,DNK,Recycling,0.00028256743390694836
AUS,DNK,"Electricity, Gas and Water",3.712991327535205e-05
AUS,DNK,Construction,4.6984056065510744e-05
AUS,DNK,Maintenance and Repair,0.0007912557534849048
AUS,DNK,Wholesale Trade,2.6811834578143964e-07
AUS,DNK,Retail Trade,0.0032065235537841546
AUS,DNK,Hotels and Restraurants,0.00015035766952867582
AUS,DNK,Transport,0.0003527445040469946
AUS,DNK,Post and Telecommunications,0.00013910719404775876
AUS,DNK,Finacial Intermediation and Business Activities,0.0002158249276164369
AUS,DNK,Public Administration,6.299029792316481e-08
AUS,DNK,"Education, Health and Other Services",0.000387006039147673
AUS,DNK,Private Households,8.487351219521551e-07
AUS,DNK,Others,5.240041572544226e-06
AUS,EST,Agriculture,1.9775908583405135e-07
AUS,EST,Fishing,4.531548384141325e-07
AUS,EST,Mining and Quarrying,4.885498672814557e-07
AUS,EST,Food & Beverages,1.4938923533130218e-05
AUS,EST,Textiles and Wearing Apparel,8.167390424334575e-07
AUS,EST,Wood and Paper,1.0307956556164257e-05
AUS,EST,"Petroleum, Chemical and Non-Metallic Mineral Products",4.098825207778056e-07
AUS,EST,Metal Products,1.7095585654051783e-05
AUS,EST,Electrical and Machinery,9.793876587575985e-06
AUS,EST,Transport Equipment,1.2903687083497424e-07
AUS,EST,Other Manufacturing,8.695932934934405e-06
AUS,EST,Recycling,1.871957812158284e-05
AUS,EST,"Electricity, Gas and Water",1.5933042082421452e-06
AUS,EST,Construction,2.6549332055854487e-06
AUS,EST,Maintenance and Repair,1.571098062080261e-05
AUS,EST,Wholesale Trade,4.28840685484589e-07
AUS,EST,Retail Trade,9.405547483407384e-05
AUS,EST,Hotels and Restraurants,4.568740501702064e-06
AUS,EST,Transport,7.957892167087752e-06
AUS,EST,Post and Telecommunications,3.465655591818551e-06
AUS,EST,Finacial Intermediation and Business Activities,5.835220721737382e-06
AUS,EST,Public Administration,4.645630647452823e-08
AUS,EST,"Education, Health and Other Services",6.814394096194802e-06
AUS,EST,Private Households,1.0826229042972034e-06
AUS,EST,Others,9.149281496849041e-06
AUS,FIN,Agriculture,1.2055596110071156e-07
AUS,FIN,Fishing,2.1936897343897971e-07
AUS,FIN,Mining and Quarrying,8.766179998266804e-06
AUS,FIN,Food & Beverages,8.216826428786651e-05
AUS,FIN,Textiles and Wearing Apparel,1.0588890292057472e-05
AUS,FIN,Wood and Paper,0.00021439730772779592
AUS,FIN,"Petroleum, Chemical and Non-Metallic Mineral Products",0.00013220460112596085
AUS,FIN,Metal Products,0.0004997348728987275
AUS,FIN,Electrical and Machinery,0.0004195697848438447
AUS,FIN,Transport Equipment,6.633092831874537e-05
AUS,FIN,Other Manufacturing,4.003868960770566e-05
AUS,FIN,Recycling,1.1035570436713438e-05
AUS,FIN,"Electricity, Gas and Water",1.6842388361931568e-05
AUS,FIN,Construction,4.769163996543461e-05
AUS,FIN,Maintenance and Repair,0.0004226758600050435
AUS,FIN,Wholesale Trade,1.5231689294929958e-07
AUS,FIN,Retail Trade,0.002126592537043434
AUS,FIN,Hotels and Restraurants,9.753501305022324e-05
AUS,FIN,Transport,0.00022103440037763217
AUS,FIN,Post and Telecommunications,0.00010576687758921895
AUS,FIN,Finacial Intermediation and Business Activities,0.00014910538545082348
AUS,FIN,Public Administration,1.414122887780161e-08
AUS,FIN,"Education, Health and Other Services",0.00016633090813539166
AUS,FIN,Private Households,6.978504612822359e-07
AUS,FIN,Others,3.465171128534443e-06
AUS,FRA,Agriculture,0.0008529660704977974
AUS,FRA,Fishing,5.269622994183684e-06
AUS,FRA,Mining and Quarrying,0.00011095191475863574
AUS,FRA,Food & Beverages,0.0026324984650286896
AUS,FRA,Textiles and Wearing Apparel,0.00048621891612812525
AUS,FRA,Wood and Paper,0.0005920395023650275
AUS,FRA,"Petroleum, Chemical and Non-Metallic Mineral Products",0.0038039589011960207
AUS,FRA,Metal Products,0.002464917690969999
AUS,FRA,Electrical and Machinery,0.0020258026422916133
AUS,FRA,Transport Equipment,0.0008280085678214003
AUS,FRA,Other Manufacturing,0.0017046216860188547
AUS,FRA,Recycling,4.8950657974919995e-05
AUS,FRA,"Electricity, Gas and Water",8.10819384232527e-05
AUS,FRA,Construction,0.00016507900037892716
AUS,FRA,Maintenance and Repair,0.0015390730469780824
AUS,FRA,Wholesale Trade,1.79726021050197e-07
AUS,FRA,Retail Trade,0.007130833124173371
AUS,FRA,Hotels and Restraurants,0.00039682635506805045
AUS,FRA,Transport,0.0007381953173533355
AUS,FRA,Post and Telecommunications,0.00038029047030639006
AUS,FRA,Finacial Intermediation and Business Activities,0.0004722491911882793
AUS,FRA,Public Administration,1.5806139571297383e-08
AUS,FRA,"Education, Health and Other Services",0.0006369134193270142
AUS,FRA,Private Households,6.352049273706655e-07
AUS,FRA,Others,3.931607788057118e-06
AUS,DEU,Agriculture,2.469619217107407e-05
AUS,DEU,Fishing,0.00018512646211214372
AUS,DEU,Mining and Quarrying,0.0003909509002487536
AUS,DEU,Food & Beverages,0.00133718137302013
AUS,DEU,Textiles and Wearing Apparel,0.0002493815634099894
AUS,DEU,Wood and Paper,0.0025429284528499622
AUS,DEU,"Petroleum, Chemical and Non-Metallic Mineral Products",0.00312680960582184
AUS,DEU,Metal Products,0.0068239264625130636
AUS,DEU,Electrical and Machinery,0.005316521035570013
AUS,DEU,Transport Equipment,0.0016084629518419023
AUS,DEU,Other Manufacturing,0.0016460451600664554
AUS,DEU,Recycling,0.0015776914909692414
AUS,DEU,"Electricity, Gas and Water",0.001438077776718164
AUS,DEU,Construction,0.00022840524889860842
AUS,DEU,Maintenance and Repair,0.006042307054307995
AUS,DEU,Wholesale Trade,0.008005714007475302
AUS,DEU,Retail Trade,0.024618185164182033
AUS,DEU,Hotels and Restraurants,0.001248437785314925
AUS,DEU,Transport,0.0018400859628152789
AUS,DEU,Post and Telecommunications,0.0009946980654597464
AUS,DEU,Finacial Intermediation and Business Activities,0.0016252200625743972
AUS,DEU,Public Administration,2.5146394420120257e-08
AUS,DEU,"Education, Health and Other Services",0.0007628724438054051
AUS,DEU,Private Households,3.514675124938321e-10
AUS,DEU,Others,3.496334743647427e-06
AUS,GRC,Agriculture,0.0003128521678327328
AUS,GRC,Fishing,3.331803512864464e-05
AUS,GRC,Mining and Quarrying,0.0002783537247408667
AUS,GRC,Food & Beverages,0.0012296941048522646
AUS,GRC,Textiles and Wearing Apparel,2.3520523220027422e-05
AUS,GRC,Wood and Paper,7.234369718684167e-05
AUS,GRC,"Petroleum, Chemical and Non-Metallic Mineral Products",2.545448605904268e-05
AUS,GRC,Metal Products,0.00026933500479808727
AUS,GRC,Electrical and Machinery,6.669067443035718e-05
AUS,GRC,Transport Equipment,8.168247087858221e-07
AUS,GRC,Other Manufacturing,5.9646735060052984e-05
AUS,GRC,Recycling,9.767134277442306e-06
AUS,GRC,"Electricity, Gas and Water",8.291082545905193e-06
AUS,GRC,Construction,2.663955333005041e-05
AUS,GRC,Maintenance and Repair,0.0002233019652411979
AUS,GRC,Wholesale Trade,4.454587510587563e-07
AUS,GRC,Retail Trade,0.001083770551499454
AUS,GRC,Hotels and Restraurants,7.283708983278339e-05
AUS,GRC,Transport,8.780367009319167e-05
AUS,GRC,Post and Telecommunications,4.4003375807690636e-05
AUS,GRC,Finacial Intermediation and Business Activities,7.770063169682648e-05
AUS,GRC,Public Administration,4.501447979793834e-08
AUS,GRC,"Education, Health and Other Services",0.00010080479411099343
AUS,GRC,Private Households,2.5452641380025315e-06
AUS,GRC,Others,1.3439692156333433e-05
AUS,HUN,Agriculture,4.6597695048307744e-07
AUS,HUN,Fishing,4.169133606922472e-07
AUS,HUN,Mining and Quarrying,3.743007283304671e-07
AUS,HUN,Food & Beverages,8.389370956330311e-05
AUS,HUN,Textiles and Wearing Apparel,2.8151614739334414e-05
AUS,HUN,Wood and Paper,6.565189369223721e-06
AUS,HUN,"Petroleum, Chemical and Non-Metallic Mineral Products",4.7692068189265944e-05
AUS,HUN,Metal Products,1.935695941372832e-05
AUS,HUN,Electrical and Machinery,0.00024198278991347647
AUS,HUN,Transport Equipment,3.307051820773745e-05
AUS,HUN,Other Manufacturing,1.6982844527587763e-05
AUS,HUN,Recycling,0.00014600404680871693
AUS,HUN,"Electricity, Gas and Water",5.050066825686597e-06
AUS,HUN,Construction,2.376010449794088e-05
AUS,HUN,Maintenance and Repair,0.00015142190698725516
AUS,HUN,Wholesale Trade,3.185364228023723e-07
AUS,HUN,Retail Trade,0.0009809253410787994
AUS,HUN,Hotels and Restraurants,4.249350819662442e-05
AUS,HUN,Transport,6.733434918416065e-05
AUS,HUN,Post and Telecommunications,3.508100047308425e-05
AUS,HUN,Finacial Intermediation and Business Activities,5.0036008488779354e-05
AUS,HUN,Public Administration,3.2979119230139456e-08
AUS,HUN,"Education, Health and Other Services",6.469682753242149e-05
AUS,HUN,Private Households,2.416320576240313e-07
AUS,HUN,Others,6.198981984293089e-06
AUS,IND,Agriculture,0.0010665849815026504
AUS,IND,Fishing,0.00012531282738990226
AUS,IND,Mining and Quarrying,0.002218692869419057
AUS,IND,Food & Beverages,0.0009288044681948226
AUS,IND,Textiles and Wearing Apparel,0.001611364419079754
AUS,IND,Wood and Paper,0.0002791266339921853
AUS,IND,"Petroleum, Chemical and Non-Metallic Mineral Products",0.0017726387139629348
AUS,IND,Metal Products,0.010654602212512444
AUS,IND,Electrical and Machinery,0.001055864134437505
AUS,IND,Transport Equipment,0.00022399113143566621
AUS,IND,Other Manufacturing,0.0020688862782978863
AUS,IND,Recycling,0.03726592886960824
AUS,IND,"Electricity, Gas and Water",9.346221950611323e-05
AUS,IND,Construction,0.00027714609828096245
AUS,IND,Maintenance and Repair,0.0016294551682747625
AUS,IND,Wholesale Trade,0.004692368317494249
AUS,IND,Retail Trade,0.00575163558744876
AUS,IND,Hotels and Restraurants,0.0006956246223642483
AUS,IND,Transport,0.0012799001734337036
AUS,IND,Post and Telecommunications,0.00021843156646413208
AUS,IND,Finacial Intermediation and Business Activities,0.0008249224383130836
AUS,IND,Public Administration,7.307224699130001e-08
AUS,IND,"Education, Health and Other Services",0.0004207604906897811
AUS,IND,Private Households,1.019477220019735e-09
AUS,IND,Others,1.014154102880591e-05
AUS,IRL,Agriculture,0.00016903356805076644
AUS,IRL,Fishing,3.562275693043093e-05
AUS,IRL,Mining and Quarrying,6.787240206144519e-06
AUS,IRL,Food & Beverages,0.002494903848376044
AUS,IRL,Textiles and Wearing Apparel,1.7660234711339845e-05
AUS,IRL,Wood and Paper,0.00021077439431087648
AUS,IRL,"Petroleum, Chemical and Non-Metallic Mineral Products",0.003714793618368884
AUS,IRL,Metal Products,0.0005235836734162566
AUS,IRL,Electrical and Machinery,0.002320679126967223
AUS,IRL,Transport Equipment,1.799416003919197e-05
AUS,IRL,Other Manufacturing,0.0004867035524027703
AUS,IRL,Recycling,0.00031159098373879603
AUS,IRL,"Electricity, Gas and Water",5.6924130501836645e-05
AUS,IRL,Construction,0.00033828900739485304
AUS,IRL,Maintenance and Repair,0.003719050141128313
AUS,IRL,Wholesale Trade,5.074328261635466e-07
AUS,IRL,Retail Trade,0.032131976825109834
AUS,IRL,Hotels and Restraurants,0.0010375376241656248
AUS,IRL,Transport,0.001508954417730795
AUS,IRL,Post and Telecommunications,0.0008116514519567399
AUS,IRL,Finacial Intermediation and Business Activities,0.0011133141245468208
AUS,IRL,Public Administration,8.388146610684204e-08
AUS,IRL,"Education, Health and Other Services",0.0016376648920330978
AUS,IRL,Private Households,2.9762842000694703e-06
AUS,IRL,Others,2.0260593823108672e-05
AUS,ITA,Agriculture,0.0001538587291533239
AUS,ITA,Fishing,2.4350100999005937e-07
AUS,ITA,Mining and Quarrying,0.00018137073565883897
AUS,ITA,Food & Beverages,0.0018962207908198086
AUS,ITA,Textiles and Wearing Apparel,0.0020167063208310853
AUS,ITA,Wood and Paper,0.0007109252558222362
AUS,ITA,"Petroleum, Chemical and Non-Metallic Mineral Products",0.000797690254643613
AUS,ITA,Metal Products,0.0035135353025918786
AUS,ITA,Electrical and Machinery,0.007131610552503377
AUS,ITA,Transport Equipment,0.0005931508435577288
AUS,ITA,Other Manufacturing,0.007476080801757355
AUS,ITA,Recycling,8.035612284291064e-05
AUS,ITA,"Electricity, Gas and Water",7.259794054731731e-05
AUS,ITA,Construction,0.00024911451801659174
AUS,ITA,Maintenance and Repair,0.0023580820392138917
AUS,ITA,Wholesale Trade,1.6015835656315392e-07
AUS,ITA,Retail Trade,0.011677218161489365
AUS,ITA,Hotels and Restraurants,0.0006514711883962024
AUS,ITA,Transport,0.001060195594435885
AUS,ITA,Post and Telecommunications,0.000528545594151557
AUS,ITA,Finacial Intermediation and Business Activities,0.0007451262904748922
AUS,ITA,Public Administration,1.4698326696033001e-08
AUS,ITA,"Education, Health and Other Services",0.0008052811982277222
AUS,ITA,Private Households,7.661530287883332e-07
AUS,ITA,Others,4.011942234422317e-06
AUS,JPN,Agriculture,0.00013412597487396917
AUS,JPN,Fishing,0.0018328921937211071
AUS,JPN,Mining and Quarrying,0.0008451859698684641
AUS,JPN,Food & Beverages,0.00036323351174054997
AUS,JPN,Textiles and Wearing Apparel,7.144043704890346e-05
AUS,JPN,Wood and Paper,0.00022820522882840475
AUS,JPN,"Petroleum, Chemical and Non-Metallic Mineral Products",0.001447439676585604
AUS,JPN,Metal Products,0.0016488438128697443
AUS,JPN,Electrical and Machinery,0.0037355701820228917
AUS,JPN,Transport Equipment,0.010912876362895127
AUS,JPN,Other Manufacturing,0.0006075141350588956
AUS,JPN,Recycling,0.013900771842434075
AUS,JPN,"Electricity, Gas and Water",0.0011234945396121478
AUS,JPN,Construction,0.0003192672070433358
AUS,JPN,Maintenance and Repair,0.02550075862821933
AUS,JPN,Wholesale Trade,2.93972715109461e-06
AUS,JPN,Retail Trade,0.11572950285811996
AUS,JPN,Hotels and Restraurants,0.011189467703276168
AUS,JPN,Transport,0.003450065360386919
AUS,JPN,Post and Telecommunications,0.0006944211106130246
AUS,JPN,Finacial Intermediation and Business Activities,0.0015906760378268127
AUS,JPN,Public Administration,1.275478893716196e-08
AUS,JPN,"Education, Health and Other Services",0.0013704048690992819
AUS,JPN,Private Households,8.096926790957984e-06
AUS,JPN,Others,0.00032554396141340307
AUS,LTU,Agriculture,2.8857065578277464e-07
AUS,LTU,Fishing,7.642736009234864e-07
AUS,LTU,Mining and Quarrying,1.3668830883137588e-06
AUS,LTU,Food & Beverages,1.1608735367859455e-07
AUS,LTU,Textiles and Wearing Apparel,2.6876544171826587e-06
AUS,LTU,Wood and Paper,2.7015659946816555e-06
AUS,LTU,"Petroleum, Chemical and Non-Metallic Mineral Products",7.634055518143135e-07
AUS,LTU,Metal Products,1.750943272217305e-06
AUS,LTU,Electrical and Machinery,1.542861062361027e-05
AUS,LTU,Transport Equipment,2.0756385002655345e-07
AUS,LTU,Other Manufacturing,0.00015988559126380836
AUS,LTU,Recycling,1.0995399721865659e-05
AUS,LTU,"Electricity, Gas and Water",9.03066601515736e-07
AUS,LTU,Construction,1.153354052885676e-06
AUS,LTU,Maintenance and Repair,8.392684290590189e-06
AUS,LTU,Wholesale Trade,6.153370752538458e-07
AUS,LTU,Retail Trade,3.256214749225228e-05
AUS,LTU,Hotels and Restraurants,1.5538508037777594e-06
AUS,LTU,Transport,2.9564913152541543e-06
AUS,LTU,Post and Telecommunications,1.6371304777359728e-06
AUS,LTU,Finacial Intermediation and Business Activities,1.7842659424427377e-06
AUS,LTU,Public Administration,8.540603421023249e-08
AUS,LTU,"Education, Health and Other Services",2.6674066500905396e-06
AUS,LTU,Private Households,2.3749072667021e-06
AUS,LTU,Others,8.422502758218791e-06
AUS,MEX,Agriculture,0.00012662929760868022
AUS,MEX,Fishing,9.418484207221787e-08
AUS,MEX,Mining and Quarrying,2.7643791232678068e-06
AUS,MEX,Food & Beverages,7.2380877180129155e-06
AUS,MEX,Textiles and Wearing Apparel,0.00016194481147119733
AUS,MEX,Wood and Paper,5.850520322270875e-05
AUS,MEX,"Petroleum, Chemical and Non-Metallic Mineral Products",0.00024109666738720854
AUS,MEX,Metal Products,0.0007013686509261871
AUS,MEX,Electrical and Machinery,0.0004086146884892706
AUS,MEX,Transport Equipment,2.5792594079058973e-05
